ID,Title,URL,Status,Slug,Date,Parent,Count
51819,CEDAR FOREST Parfum de Peau &#8211; Deep Woody Fragrance with Vetiver &#038; Papyrus | Nourishing Oil-Water Skin Perfume,https://www.zuofun.com/product/cedar-forest-parfum-de-peau-deep-woody-fragrance-with-vetiver-papyrus-nourishing-oil-water-skin-perfume/,publish,cedar-forest-parfum-de-peau-deep-woody-fragrance-with-vetiver-papyrus-nourishing-oil-water-skin-perfume,2026-05-08T05:59:45,0,
51805,VERDE KISS Parfum de Peau &#8211; Refreshing Fruity Floral Fragrance with Fig &#038; Cedar,https://www.zuofun.com/product/verde-kiss-parfum-de-peau-refreshing-fruity-floral-fragrance-with-fig-cedar/,publish,verde-kiss-parfum-de-peau-refreshing-fruity-floral-fragrance-with-fig-cedar,2026-05-08T03:40:04,0,
51791,IMPERIAL GRACE Parfum de Peau &#8211; Elegant Floral Fragrance with Red Apple &#038; Suede | Oil-Water Perfume,https://www.zuofun.com/product/imperial-grace-parfum-de-peau-elegant-floral-fragrance-with-red-apple-suede-oil-water-perfume/,publish,imperial-grace-parfum-de-peau-elegant-floral-fragrance-with-red-apple-suede-oil-water-perfume,2026-05-07T08:02:42,0,
51777,MADEMOISELLE Oil Parfum de Peau &#8211; Luxury Oil &#038; Water Infused Eastern Floral Fragrance | 50ml &#038; 100ml,https://www.zuofun.com/product/mademoiselle-oil-parfum-de-peau-luxury-fragrance-50ml-100ml/,publish,mademoiselle-oil-parfum-de-peau-luxury-fragrance-50ml-100ml,2026-05-07T07:35:51,0,
51751,MAIZON Golden Age Collection &#8211; Luxury Unisex Woody Oriental Perfume with Agarwood,https://www.zuofun.com/product/maizon-golden-age-collection-luxury-unisex-woody-oriental-perfume-with-agarwood/,publish,maizon-golden-age-collection-luxury-unisex-woody-oriental-perfume-with-agarwood,2026-05-07T06:32:35,0,
51686,"MAISON Lionheart Throne Collection Unisex Perfume 100ml, Luxury Woody Fougere Scent",https://www.zuofun.com/product/maison-lionheart-throne-collection-unisex-perfume-100ml-luxury-woody-fougere-scent/,publish,maison-lionheart-throne-collection-unisex-perfume-100ml-luxury-woody-fougere-scent,2026-04-14T03:02:44,0,
50013,"Tipsy Girl Shower Gel – 250ml of Luxurious Cleanse with Strawberry Champagne, Blackcurrant &#038; Chamomile Notes",https://www.zuofun.com/product/tipsy-girl-shower-gel-250ml-of-luxurious-cleanse-with-strawberry-champagne-blackcurrant-chamomile-notes/,publish,tipsy-girl-shower-gel-250ml-of-luxurious-cleanse-with-strawberry-champagne-blackcurrant-chamomile-notes,2025-03-15T09:14:39,0,
50000,"Sweet Pear Juice Shower Gel – 250ml of Hydrating Cleanse with Pear, Aloe Vera &#038; Violet Notes",https://www.zuofun.com/product/sweet-pear-juice-shower-gel-250ml-of-hydrating-cleanse-with-pear-aloe-vera-violet-notes/,publish,sweet-pear-juice-shower-gel-250ml-of-hydrating-cleanse-with-pear-aloe-vera-violet-notes,2025-03-15T09:08:26,0,
49988,"Sweet Girl Shower Gel – A Delicate Blend of Orange Blossom, Jasmine &#038; Vanilla",https://www.zuofun.com/product/sweet-girl-shower-gel-a-delicate-blend-of-orange-blossom-jasmine-vanilla/,publish,sweet-girl-shower-gel-a-delicate-blend-of-orange-blossom-jasmine-vanilla,2025-03-15T08:45:49,0,
49966,"Red Wave Beach Shower Gel – A Tropical Escape with Coconut, Ylang-Ylang &#038; Vanilla",https://www.zuofun.com/product/red-wave-beach-shower-gel-a-tropical-escape-with-coconut-ylang-ylang-vanilla/,publish,red-wave-beach-shower-gel-a-tropical-escape-with-coconut-ylang-ylang-vanilla,2025-03-15T07:20:54,0,
49953,"Pink Temptation Shower Gel – A Seductive Fusion of Berries, Florals &#038; Sweet Musk",https://www.zuofun.com/product/pink-temptation-shower-gel-a-seductive-fusion-of-berries-florals-sweet-musk/,publish,pink-temptation-shower-gel-a-seductive-fusion-of-berries-florals-sweet-musk,2025-03-15T06:50:09,0,
49937,"Petal Dream Shower Gel – A Delicate Blend of Floral, Fruity &#038; Creamy Sweetness",https://www.zuofun.com/product/petal-dream-shower-gel-a-delicate-blend-of-floral-fruity-creamy-sweetness/,publish,petal-dream-shower-gel-a-delicate-blend-of-floral-fruity-creamy-sweetness,2025-03-15T06:30:13,0,
49925,"Oxygen for the Soul Shower Gel – 250ml of Revitalizing Cleanse with Lime, Green Leaves &#038; Sandalwood Notes",https://www.zuofun.com/product/oxygen-for-the-soul-shower-gel-250ml-of-revitalizing-cleanse-with-lime-green-leaves-sandalwood-notes/,publish,oxygen-for-the-soul-shower-gel-250ml-of-revitalizing-cleanse-with-lime-green-leaves-sandalwood-notes,2025-03-15T06:20:59,0,
49913,"Freedom Water Shower Gel – 250ml of Invigorating Cleanse with Lavender, Orange Blossom &#038; Vanilla Notes",https://www.zuofun.com/product/freedom-water-shower-gel-250ml-of-invigorating-cleanse-with-lavender-orange-blossom-vanilla-notes/,publish,freedom-water-shower-gel-250ml-of-invigorating-cleanse-with-lavender-orange-blossom-vanilla-notes,2025-03-15T06:00:08,0,
49900,"Flipped Shower Gel – 250ml of Energizing Cleanse with Grapefruit, Sage &#038; Sandalwood Notes",https://www.zuofun.com/product/flipped-shower-gel-250ml-of-energizing-cleanse-with-grapefruit-sage-sandalwood-notes/,publish,flipped-shower-gel-250ml-of-energizing-cleanse-with-grapefruit-sage-sandalwood-notes,2025-03-15T03:45:58,0,
49887,"Contraindicated Vanilla Shower Gel – 250ml of Luxurious Cleanse with Apricot, Vanilla &#038; Sandalwood Notes",https://www.zuofun.com/product/contraindicated-vanilla-shower-gel-250ml-of-luxurious-cleanse-with-apricot-vanilla-sandalwood-notes/,publish,contraindicated-vanilla-shower-gel-250ml-of-luxurious-cleanse-with-apricot-vanilla-sandalwood-notes,2025-03-15T03:24:13,0,
49875,"Break of Dawn Shower Gel – 250ml of Luxurious Cleanse with Sandalwood, Jasmine &#038; Musk Notes",https://www.zuofun.com/product/break-of-dawn-shower-gel-250ml-of-luxurious-cleanse-with-sandalwood-jasmine-musk-notes/,publish,break-of-dawn-shower-gel-250ml-of-luxurious-cleanse-with-sandalwood-jasmine-musk-notes,2025-03-14T08:25:01,0,
49863,"Blue Ocean Shower Gel – 250ml of Refreshing Cleanse with Sea Water, Neroli &#038; Sandalwood Notes",https://www.zuofun.com/product/blue-ocean-shower-gel-250ml-of-refreshing-cleanse-with-sea-water-neroli-sandalwood-notes/,publish,blue-ocean-shower-gel-250ml-of-refreshing-cleanse-with-sea-water-neroli-sandalwood-notes,2025-03-14T07:40:09,0,
49849,"Blue Kiss Shower Gel – 250ml of Hydrating Cleanse with Jasmine, Aloe Vera &#038; Plum Blossom Notes",https://www.zuofun.com/product/blue-kiss-shower-gel-250ml-of-hydrating-cleanse-with-jasmine-aloe-vera-plum-blossom-notes/,publish,blue-kiss-shower-gel-250ml-of-hydrating-cleanse-with-jasmine-aloe-vera-plum-blossom-notes,2025-03-14T07:22:54,0,
